date,AAVEUSDT,BTCUSDT,ETHUSDT,LTCUSDT,SOLUSDT,UNIUSDT
2022-04-29 19:00:00,1.0,-0.009999992325901985,-0.10000000149011612,-1.0,10.0,-100.0
2022-04-29 19:05:00,1.0,-0.009999999776482582,-0.10000000149011612,-1.0,10.0,-100.0
2022-04-29 19:10:00,1.0,-0.009999999776482582,-0.10000000149011612,-1.0,10.0,-100.0
2022-04-29 19:15:00,1.0,-0.009999999776482582,-0.10000000149011612,-1.0,10.0,-100.0
2022-04-29 19:20:00,1.0,-0.009999999776482582,-0.10000000149011612,-1.0,10.0,-100.0
2022-04-29 19:25:00,1.0,-0.009999999776482582,-0.10000000149011612,0.5340299606323242,10.0,-100.0
2022-04-29 19:30:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 19:35:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 19:40:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 19:45:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 19:50:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 19:55:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 20:00:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 20:05:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 20:10:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 20:15:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 20:20:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 20:25:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 20:30:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 20:35:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 20:40:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 20:45:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 20:50:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 20:55:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 21:00:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 21:05:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 21:10:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 21:15:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 21:20:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 21:25:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 21:30:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 21:35:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 21:40:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 21:45:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 21:50:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 21:55:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 22:00:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 22:05:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 22:10:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
2022-04-29 22:15:00,1.0,-0.009999999776482582,-0.10000000149011612,1.0,10.0,-100.0
